UAN,Age,State_Origin,State_Current,Occupation_Sector,Daily_Wage,Skill_Level,Scheme_Enrolled,Registration_Date
MOCK-UAN-9123-4203,47,Bihar,Andhra Pradesh,Manufacturing,5309,Skilled,PM-Kisan,2025-10-09
MOCK-UAN-6399-8212,39,Gujarat,Gujarat,Domestic Worker,557,Semi-skilled,Ayushman Bharat,2025-08-09
MOCK-UAN-4290-8848,38,Jharkhand,Jharkhand,Agriculture,631,Skilled,None,2026-04-27
MOCK-UAN-6339-7161,35,Gujarat,Maharashtra,Domestic Worker,348,Semi-skilled,PM-Kisan,2024-10-12
MOCK-UAN-8563-4434,46,Uttar Pradesh,Uttar Pradesh,Construction,959,Highly-skilled,None,2025-02-04
MOCK-UAN-4965-5139,60,Jharkhand,Jharkhand,Manufacturing,266,Unskilled,None,2026-05-20
MOCK-UAN-7566-9755,50,Gujarat,Tamil Nadu,Domestic Worker,342,Unskilled,PM-SYM,2025-05-27
MOCK-UAN-6816-3725,59,Odisha,Gujarat,Agriculture,860,Highly-skilled,PM-SYM,2026-06-24
MOCK-UAN-9499-4621,46,Tamil Nadu,Odisha,Gig Worker,694,Skilled,PM-SYM,2025-04-04
MOCK-UAN-3321-6707,37,Tamil Nadu,Maharashtra,Domestic Worker,925,Highly-skilled,Ayushman Bharat,2025-05-03
MOCK-UAN-5919-1732,63,Bihar,Gujarat,Construction,543,Semi-skilled,eShram,2026-05-18
MOCK-UAN-7985-8570,32,Gujarat,Gujarat,Gig Worker,939,Highly-skilled,None,2024-10-14
MOCK-UAN-4232-8365,55,Gujarat,Maharashtra,Gig Worker,683,Skilled,PM-SYM,2026-05-11
MOCK-UAN-4228-8496,25,Uttar Pradesh,Uttar Pradesh,Manufacturing,576,Skilled,PM-Kisan,2025-10-17
MOCK-UAN-2871-6700,40,Karnataka,Karnataka,Agriculture,9,Unskilled,eShram,2025-04-06
MOCK-UAN-7116-3316,-2,Gujarat,Jharkhand,Domestic Worker,988,Highly-skilled,None,2025-03-24
MOCK-UAN-9804-3838,53,Jharkhand,Maharashtra,Gig Worker,720,Skilled,None,2025-04-16
MOCK-UAN-3236-4196,42,West Bengal,Karnataka,Manufacturing,836,Highly-skilled,None,2026-09-12
MOCK-UAN-9006-3740,23,Odisha,Maharashtra,Agriculture,345,Unskilled,Ayushman Bharat,2025-05-03
MOCK-UAN-3755-8492,54,Karnataka,Bihar,Domestic Worker,406,Unskilled,Ayushman Bharat,2026-03-25
MOCK-UAN-7010-9880,20,Karnataka,Gujarat,Construction,551,Semi-skilled,Ayushman Bharat,2024-10-18
MOCK-UAN-6711-2425,46,Bihar,Bihar,Gig Worker,474,Semi-skilled,PM-Kisan,2026-08-21
MOCK-UAN-8015-3719,57,Jharkhand,Jharkhand,Gig Worker,375,Unskilled,PM-Kisan,2025-09-09
MOCK-UAN-9827-3758,38,Uttar Pradesh,Tamil Nadu,Domestic Worker,363,Unskilled,eShram,2025-11-10
MOCK-UAN-5543-3078,62,Jharkhand,Gujarat,Gig Worker,964,Highly-skilled,None,2025-02-07
MOCK-UAN-5402-7786,42,Karnataka,Bihar,Manufacturing,622,Skilled,Ayushman Bharat,2025-12-24
MOCK-UAN-6362-1040,64,Bihar,Bihar,Manufacturing,638,Skilled,PM-SYM,2026-03-16
MOCK-UAN-8039-4470,49,Uttar Pradesh,Tamil Nadu,Agriculture,403,Semi-skilled,PM-Kisan,2026-01-24
MOCK-UAN-1793-1752,24,Karnataka,Jharkhand,Manufacturing,897,Highly-skilled,PM-SYM,2025-11-27
MOCK-UAN-3161-5945,28,Uttar Pradesh,Gujarat,Agriculture,137,Unskilled,Ayushman Bharat,2026-07-27
MOCK-UAN-3711-1848,43,Uttar Pradesh,Uttar Pradesh,Gig Worker,948,Highly-skilled,PM-SYM,2026-05-03
MOCK-UAN-3174-4705,51,Karnataka,Tamil Nadu,Construction,937,Highly-skilled,eShram,2025-04-24
MOCK-UAN-2678-2690,38,Tamil Nadu,Tamil Nadu,Gig Worker,937,Highly-skilled,eShram,2026-07-03
MOCK-UAN-3340-2120,51,Odisha,Jharkhand,Manufacturing,681,Skilled,eShram,2026-06-20
MOCK-UAN-7745-8248,31,Bihar,Bihar,Gig Worker,328,Unskilled,PM-Kisan,2025-10-13
MOCK-UAN-8035-6152,26,Maharashtra,Bihar,Gig Worker,677,Skilled,PM-SYM,2026-07-21
MOCK-UAN-4366-9482,56,West Bengal,Gujarat,Agriculture,306,Unskilled,eShram,2026-02-03
MOCK-UAN-4949-9185,58,Odisha,Andhra Pradesh,Agriculture,672,Skilled,eShram,2025-10-16
MOCK-UAN-7895-6986,52,Jharkhand,Jharkhand,Construction,278,Unskilled,PM-Kisan,2026-04-02
MOCK-UAN-7520-9300,36,West Bengal,West Bengal,Manufacturing,958,Highly-skilled,PM-SYM,2026-07-02
MOCK-UAN-3501-5546,23,Uttar Pradesh,Maharashtra,Gig Worker,700,Skilled,None,2026-05-08
MOCK-UAN-2083-6081,62,Gujarat,Gujarat,Gig Worker,350,Unskilled,eShram,2024-12-12
MOCK-UAN-2900-8428,57,Odisha,Jharkhand,Construction,373,Unskilled,eShram,2025-05-17
MOCK-UAN-9474-5247,28,Tamil Nadu,Uttar Pradesh,Construction,359,Unskilled,Ayushman Bharat,2025-11-28
MOCK-UAN-2046-5308,63,Odisha,Odisha,Manufacturing,869,Highly-skilled,PM-Kisan,2026-05-06
MOCK-UAN-5179-2685,54,Bihar,Odisha,Construction,353,Unskilled,PM-SYM,2025-05-05
MOCK-UAN-3932-1579,53,Gujarat,Maharashtra,Manufacturing,580,Skilled,Ayushman Bharat,2024-12-03
MOCK-UAN-2956-9225,61,Andhra Pradesh,Odisha,Construction,955,Highly-skilled,PM-SYM,2026-01-04
MOCK-UAN-6090-6362,23,West Bengal,Tamil Nadu,Gig Worker,733,Skilled,PM-Kisan,2025-07-23
MOCK-UAN-4974-8600,41,Odisha,Odisha,Gig Worker,629,Semi-skilled,eShram,2024-09-21
MOCK-UAN-1391-4817,52,Tamil Nadu,Tamil Nadu,Construction,588,Skilled,PM-SYM,2026-07-20
MOCK-UAN-6038-2703,31,West Bengal,West Bengal,Manufacturing,1006,Highly-skilled,PM-SYM,2025-02-07
MOCK-UAN-2524-1719,32,West Bengal,Tamil Nadu,Manufacturing,202,Unskilled,PM-Kisan,2024-12-21
MOCK-UAN-7461-2226,55,Odisha,Jharkhand,Gig Worker,692,Skilled,Ayushman Bharat,2025-08-03
MOCK-UAN-7438-6345,38,Karnataka,Bihar,Gig Worker,579,Semi-skilled,PM-Kisan,2026-05-15
MOCK-UAN-6145-7660,25,West Bengal,Maharashtra,Manufacturing,614,Skilled,None,2025-06-13
MOCK-UAN-2481-3582,61,Uttar Pradesh,Uttar Pradesh,Domestic Worker,268,Unskilled,eShram,2026-05-13
MOCK-UAN-9412-1802,61,Uttar Pradesh,Jharkhand,Construction,939,Highly-skilled,None,2026-04-07
MOCK-UAN-5093-2551,47,Bihar,Bihar,Gig Worker,375,Unskilled,PM-SYM,2024-11-17
MOCK-UAN-4641-3141,30,Gujarat,Bihar,Domestic Worker,570,Skilled,PM-SYM,2024-10-07
MOCK-UAN-4239-8265,14,Bihar,Bihar,Agriculture,2500,Highly-skilled,PM-SYM,2025-06-13
MOCK-UAN-9128-1483,42,Gujarat,Maharashtra,Gig Worker,717,Skilled,Ayushman Bharat,2025-12-15
MOCK-UAN-1567-5026,59,Uttar Pradesh,Odisha,Manufacturing,265,Unskilled,PM-SYM,2025-06-28
MOCK-UAN-7868-4267,59,West Bengal,Odisha,Construction,994,Highly-skilled,Ayushman Bharat,2026-01-19
MOCK-UAN-8940-6636,54,West Bengal,Uttar Pradesh,Gig Worker,415,Unskilled,Ayushman Bharat,2026-05-19
MOCK-UAN-5602-1959,48,West Bengal,Maharashtra,Gig Worker,440,Unskilled,eShram,2026-07-19
MOCK-UAN-9743-1916,32,Odisha,Odisha,Manufacturing,631,Skilled,eShram,2025-03-14
MOCK-UAN-6210-6878,55,Andhra Pradesh,Andhra Pradesh,Agriculture,408,Semi-skilled,PM-Kisan,2025-03-26
MOCK-UAN-9064-9882,37,Jharkhand,Bihar,Construction,471,Semi-skilled,PM-Kisan,2025-04-11
MOCK-UAN-4300-3137,39,Jharkhand,Jharkhand,Agriculture,337,Unskilled,PM-SYM,2025-02-13
MOCK-UAN-3320-2817,51,Tamil Nadu,Tamil Nadu,Agriculture,930,Highly-skilled,PM-Kisan,2024-12-27
MOCK-UAN-6285-3235,28,Gujarat,Gujarat,Manufacturing,598,Skilled,eShram,2026-09-09
MOCK-UAN-6846-4657,60,Odisha,Odisha,Manufacturing,605,Skilled,Ayushman Bharat,2026-06-19
MOCK-UAN-7415-1530,29,Odisha,Maharashtra,Domestic Worker,363,Unskilled,None,2025-02-06
MOCK-UAN-2274-4899,40,Tamil Nadu,Bihar,Agriculture,870,Highly-skilled,PM-SYM,2025-06-13
MOCK-UAN-2110-6742,34,Bihar,Bihar,Construction,977,Highly-skilled,None,2025-11-18
MOCK-UAN-7783-9078,42,Tamil Nadu,Bihar,Manufacturing,439,Semi-skilled,eShram,2026-05-01
MOCK-UAN-6221-5278,24,Bihar,Karnataka,Gig Worker,389,Unskilled,PM-Kisan,2024-12-19
MOCK-UAN-8909-1507,45,Jharkhand,Jharkhand,Manufacturing,504,Semi-skilled,PM-SYM,2024-12-27
MOCK-UAN-4112-7705,62,West Bengal,West Bengal,Domestic Worker,641,Skilled,Ayushman Bharat,2025-07-16
MOCK-UAN-1813-7437,54,West Bengal,West Bengal,Gig Worker,440,Unskilled,Ayushman Bharat,2024-09-18
MOCK-UAN-5825-8869,30,Bihar,Maharashtra,Agriculture,365,Unskilled,None,2025-01-11
MOCK-UAN-7512-8715,49,Uttar Pradesh,Odisha,Manufacturing,451,Semi-skilled,Ayushman Bharat,2025-10-10
MOCK-UAN-8303-1731,34,Karnataka,Maharashtra,Agriculture,334,Unskilled,eShram,2026-08-29
MOCK-UAN-2404-6632,52,Gujarat,Gujarat,Domestic Worker,434,Semi-skilled,PM-Kisan,2024-11-16
MOCK-UAN-9561-7858,52,Karnataka,Maharashtra,Manufacturing,616,Skilled,PM-SYM,2025-10-24
MOCK-UAN-1568-9226,54,West Bengal,West Bengal,Domestic Worker,443,Semi-skilled,PM-SYM,2026-04-26
MOCK-UAN-4157-3067,20,Gujarat,Karnataka,Gig Worker,554,Semi-skilled,PM-Kisan,2025-06-06
MOCK-UAN-2097-2425,42,West Bengal,Tamil Nadu,Agriculture,929,Highly-skilled,PM-SYM,2026-09-02
MOCK-UAN-9561-7874,25,Gujarat,Bihar,Construction,309,Unskilled,Ayushman Bharat,2026-03-17
MOCK-UAN-7732-5327,42,Karnataka,West Bengal,Construction,604,Semi-skilled,Ayushman Bharat,2025-04-13
MOCK-UAN-6431-4892,21,Karnataka,Karnataka,Agriculture,249,Unskilled,Ayushman Bharat,2025-07-22
MOCK-UAN-9054-2609,32,Jharkhand,West Bengal,Agriculture,539,Skilled,None,2026-05-27
MOCK-UAN-4079-8237,31,Gujarat,Gujarat,Domestic Worker,657,Skilled,PM-SYM,2026-02-24
MOCK-UAN-2075-6097,63,West Bengal,Odisha,Domestic Worker,339,Unskilled,eShram,2025-03-31
MOCK-UAN-4288-1944,33,Andhra Pradesh,Gujarat,Gig Worker,731,Skilled,Ayushman Bharat,2026-01-03
MOCK-UAN-3029-1500,33,Tamil Nadu,West Bengal,Gig Worker,1031,Highly-skilled,PM-Kisan,2026-04-02
MOCK-UAN-3679-5237,65,Bihar,Karnataka,Construction,499,Semi-skilled,PM-Kisan,2025-04-22
MOCK-UAN-4688-4387,-3,Gujarat,Andhra Pradesh,Manufacturing,405,Semi-skilled,eShram,2026-05-23
MOCK-UAN-4666-5135,56,Uttar Pradesh,Uttar Pradesh,Agriculture,903,Highly-skilled,None,2025-09-07
MOCK-UAN-4575-8646,37,West Bengal,West Bengal,Manufacturing,266,Unskilled,PM-SYM,2026-02-20
MOCK-UAN-7131-5631,37,Bihar,Gujarat,Agriculture,648,Skilled,Ayushman Bharat,2025-06-09
MOCK-UAN-5895-4086,27,West Bengal,West Bengal,Construction,942,Highly-skilled,Ayushman Bharat,2026-06-16
MOCK-UAN-5843-5250,44,Gujarat,Andhra Pradesh,Domestic Worker,408,Semi-skilled,Ayushman Bharat,2026-09-15
MOCK-UAN-9759-8794,60,Tamil Nadu,Jharkhand,Domestic Worker,433,Semi-skilled,Ayushman Bharat,2024-12-23
MOCK-UAN-5237-3999,61,Tamil Nadu,Tamil Nadu,Gig Worker,720,Skilled,eShram,2025-07-26
MOCK-UAN-6428-7089,34,Odisha,Bihar,Manufacturing,271,Unskilled,PM-Kisan,2026-05-02
MOCK-UAN-2166-8736,30,West Bengal,Gujarat,Domestic Worker,558,Skilled,None,2024-11-09
MOCK-UAN-3470-3250,30,Tamil Nadu,West Bengal,Gig Worker,712,Skilled,eShram,2024-12-06
MOCK-UAN-3897-6134,58,Andhra Pradesh,Tamil Nadu,Gig Worker,562,Semi-skilled,PM-Kisan,2025-02-24
MOCK-UAN-2442-3120,57,Gujarat,Gujarat,Manufacturing,874,Highly-skilled,None,2026-06-12
MOCK-UAN-1230-6279,51,Maharashtra,Andhra Pradesh,Gig Worker,526,Semi-skilled,Ayushman Bharat,2025-06-19
MOCK-UAN-6015-3736,22,Andhra Pradesh,Tamil Nadu,Manufacturing,611,Skilled,None,2026-08-19
MOCK-UAN-6615-9031,40,Maharashtra,Karnataka,Construction,427,Semi-skilled,eShram,2025-01-27
MOCK-UAN-1359-9267,28,Bihar,Andhra Pradesh,Manufacturing,529,Skilled,PM-Kisan,2026-06-04
MOCK-UAN-1323-1790,62,Bihar,Karnataka,Construction,614,Skilled,None,2026-05-14
MOCK-UAN-2654-9524,35,Odisha,Odisha,Gig Worker,989,Highly-skilled,PM-SYM,2026-02-20
MOCK-UAN-2928-5631,25,Bihar,Uttar Pradesh,Agriculture,465,Semi-skilled,Ayushman Bharat,2026-09-05
MOCK-UAN-3627-1645,53,Karnataka,Karnataka,Manufacturing,673,Skilled,eShram,2026-04-27
MOCK-UAN-9095-3443,23,West Bengal,Bihar,Agriculture,492,Semi-skilled,None,2025-07-15
MOCK-UAN-1820-2635,29,Andhra Pradesh,Andhra Pradesh,Agriculture,592,Skilled,None,2026-04-28
MOCK-UAN-3267-3793,39,Tamil Nadu,Tamil Nadu,Domestic Worker,599,Skilled,PM-SYM,2025-10-01
MOCK-UAN-3996-2865,43,Gujarat,Gujarat,Agriculture,849,Highly-skilled,None,2025-11-20
MOCK-UAN-3732-2852,26,Andhra Pradesh,Andhra Pradesh,Gig Worker,399,Unskilled,None,2026-05-12
MOCK-UAN-8178-3969,57,Gujarat,Gujarat,Domestic Worker,285,Unskilled,eShram,2026-01-22
MOCK-UAN-2850-7738,46,Andhra Pradesh,Gujarat,Construction,516,Semi-skilled,Ayushman Bharat,2026-02-28
MOCK-UAN-2560-8091,60,Maharashtra,Karnataka,Gig Worker,358,Unskilled,PM-SYM,2026-07-05
MOCK-UAN-9283-8688,49,Jharkhand,West Bengal,Agriculture,475,Semi-skilled,Ayushman Bharat,2026-06-21
MOCK-UAN-7203-7607,33,Bihar,West Bengal,Construction,1026,Highly-skilled,None,2025-06-21
MOCK-UAN-1291-2681,43,Gujarat,Odisha,Construction,344,Unskilled,PM-Kisan,2026-06-10
MOCK-UAN-9328-4389,59,Karnataka,Karnataka,Agriculture,320,Unskilled,eShram,2025-12-24
MOCK-UAN-8751-6952,63,Karnataka,Maharashtra,Construction,684,Skilled,Ayushman Bharat,2026-06-25
MOCK-UAN-5783-9973,51,Tamil Nadu,Tamil Nadu,Construction,479,Semi-skilled,None,2025-02-05
MOCK-UAN-7704-2752,34,Odisha,Bihar,Manufacturing,461,Semi-skilled,None,2025-03-29
MOCK-UAN-2765-7790,20,Odisha,Karnataka,Manufacturing,450,Semi-skilled,None,2024-09-19
MOCK-UAN-1795-8091,55,Karnataka,Karnataka,Gig Worker,554,Semi-skilled,eShram,2024-12-30
MOCK-UAN-6273-9259,42,Gujarat,Gujarat,Gig Worker,661,Skilled,None,2025-09-01
MOCK-UAN-8419-3185,26,Gujarat,Gujarat,Domestic Worker,601,Skilled,PM-Kisan,2025-08-02
MOCK-UAN-4560-4291,31,Odisha,Odisha,Agriculture,474,Semi-skilled,eShram,2026-02-12
MOCK-UAN-6281-2890,40,West Bengal,Gujarat,Domestic Worker,672,Skilled,None,2024-09-28
MOCK-UAN-1414-7240,27,Andhra Pradesh,Andhra Pradesh,Gig Worker,747,Skilled,eShram,2025-07-05
MOCK-UAN-3399-2016,62,Uttar Pradesh,Odisha,Construction,757,Skilled,None,2024-12-28
MOCK-UAN-4675-7371,33,West Bengal,West Bengal,Agriculture,261,Unskilled,None,2025-10-16
MOCK-UAN-6122-1881,18,Uttar Pradesh,West Bengal,Gig Worker,743,Skilled,PM-Kisan,2026-03-28
MOCK-UAN-4218-4170,36,Karnataka,Bihar,Gig Worker,559,Semi-skilled,PM-Kisan,2025-01-15
MOCK-UAN-8020-5572,53,Uttar Pradesh,Tamil Nadu,Construction,759,Skilled,None,2026-09-11
MOCK-UAN-1654-3518,38,Odisha,Uttar Pradesh,Manufacturing,559,Skilled,PM-SYM,2026-09-09
MOCK-UAN-4603-4012,51,Bihar,Bihar,Gig Worker,958,Highly-skilled,PM-Kisan,2026-03-18
MOCK-UAN-6724-4624,31,Tamil Nadu,Uttar Pradesh,Gig Worker,970,Highly-skilled,PM-Kisan,2025-05-08
MOCK-UAN-4994-1653,61,Tamil Nadu,Bihar,Manufacturing,493,Skilled,PM-Kisan,2025-06-26
MOCK-UAN-9335-8300,49,Andhra Pradesh,Uttar Pradesh,Agriculture,273,Unskilled,PM-SYM,2025-03-05
MOCK-UAN-9814-9736,18,Bihar,Uttar Pradesh,Manufacturing,262,Unskilled,eShram,2026-03-19
MOCK-UAN-8130-2181,65,Jharkhand,Gujarat,Construction,7,Unskilled,PM-SYM,2025-06-03
MOCK-UAN-4729-5237,44,Gujarat,Karnataka,Manufacturing,617,Skilled,PM-SYM,2025-10-18
MOCK-UAN-9762-1096,-2,Odisha,Andhra Pradesh,Construction,743,Skilled,PM-Kisan,2025-01-01
MOCK-UAN-5937-2417,36,Karnataka,Andhra Pradesh,Manufacturing,497,Semi-skilled,PM-Kisan,2025-06-10
MOCK-UAN-3360-5883,61,Tamil Nadu,Tamil Nadu,Construction,471,Semi-skilled,PM-SYM,2025-06-18
MOCK-UAN-2394-5992,31,Tamil Nadu,Odisha,Gig Worker,505,Semi-skilled,eShram,2025-04-29
MOCK-UAN-5140-4183,25,Jharkhand,Jharkhand,Domestic Worker,324,Unskilled,PM-Kisan,2025-12-31
MOCK-UAN-2198-5762,60,Bihar,Uttar Pradesh,Domestic Worker,833,Highly-skilled,Ayushman Bharat,2026-04-10
MOCK-UAN-2143-4170,38,Karnataka,Uttar Pradesh,Domestic Worker,541,Semi-skilled,PM-Kisan,2026-04-18
MOCK-UAN-6182-8017,28,Andhra Pradesh,Uttar Pradesh,Manufacturing,658,Skilled,Ayushman Bharat,2025-01-30
MOCK-UAN-6432-8863,47,Karnataka,Uttar Pradesh,Manufacturing,276,Unskilled,eShram,2026-07-08
MOCK-UAN-5597-3293,52,Maharashtra,Bihar,Construction,264,Unskilled,PM-Kisan,2025-06-07
MOCK-UAN-1600-5269,52,West Bengal,Jharkhand,Agriculture,967,Highly-skilled,eShram,2026-05-11
MOCK-UAN-5767-3193,47,West Bengal,Gujarat,Agriculture,294,Unskilled,eShram,2026-06-05
MOCK-UAN-9423-3299,46,Jharkhand,Maharashtra,Manufacturing,661,Skilled,PM-SYM,2025-04-27
MOCK-UAN-4796-2029,34,Tamil Nadu,Maharashtra,Domestic Worker,520,Skilled,None,2026-01-08
MOCK-UAN-1760-1653,59,Tamil Nadu,Odisha,Agriculture,570,Skilled,PM-Kisan,2026-03-26
MOCK-UAN-7171-7201,41,Odisha,Odisha,Construction,650,Skilled,None,2025-05-01
MOCK-UAN-6781-6653,49,Karnataka,Karnataka,Construction,502,Semi-skilled,None,2025-03-03
MOCK-UAN-9430-5600,-3,Jharkhand,Gujarat,Domestic Worker,277,Unskilled,eShram,2025-11-13
MOCK-UAN-2856-8889,61,Karnataka,Jharkhand,Manufacturing,331,Unskilled,eShram,2026-04-21
MOCK-UAN-9399-1642,54,Jharkhand,Tamil Nadu,Gig Worker,946,Highly-skilled,PM-Kisan,2026-04-15
MOCK-UAN-5644-2404,31,Karnataka,Karnataka,Manufacturing,892,Highly-skilled,eShram,2025-04-27
MOCK-UAN-3338-3979,57,West Bengal,Tamil Nadu,Manufacturing,306,Unskilled,eShram,2025-10-07
MOCK-UAN-2778-1271,30,West Bengal,West Bengal,Domestic Worker,925,Highly-skilled,eShram,2025-06-20
MOCK-UAN-1639-9706,50,Bihar,Maharashtra,Domestic Worker,335,Unskilled,None,2026-03-03
MOCK-UAN-1711-9680,45,Maharashtra,Maharashtra,Manufacturing,843,Highly-skilled,Ayushman Bharat,2026-05-11
MOCK-UAN-2600-7971,14,Uttar Pradesh,Maharashtra,Construction,2500,Highly-skilled,PM-Kisan,2026-03-25
MOCK-UAN-4096-1089,63,Andhra Pradesh,Jharkhand,Domestic Worker,363,Unskilled,None,2026-07-17
MOCK-UAN-6175-7698,41,Bihar,Tamil Nadu,Agriculture,916,Highly-skilled,PM-Kisan,2025-09-24
MOCK-UAN-7511-4337,44,West Bengal,West Bengal,Manufacturing,412,Semi-skilled,Ayushman Bharat,2026-04-10
MOCK-UAN-5157-6024,54,Tamil Nadu,Tamil Nadu,Manufacturing,527,Semi-skilled,PM-SYM,2025-05-08
MOCK-UAN-3650-2642,31,West Bengal,Tamil Nadu,Domestic Worker,305,Unskilled,eShram,2025-10-18
MOCK-UAN-1086-2492,27,Karnataka,Karnataka,Manufacturing,358,Unskilled,PM-SYM,2025-06-11
MOCK-UAN-2311-1618,64,Gujarat,Gujarat,Manufacturing,603,Skilled,PM-Kisan,2024-11-12
MOCK-UAN-3871-9099,46,Andhra Pradesh,Odisha,Agriculture,553,Semi-skilled,PM-SYM,2026-05-21
MOCK-UAN-4795-3776,61,Andhra Pradesh,Bihar,Gig Worker,487,Unskilled,Ayushman Bharat,2025-10-29
MOCK-UAN-7474-7642,55,Maharashtra,Bihar,Construction,637,Skilled,PM-Kisan,2026-05-04
MOCK-UAN-5530-4707,56,Maharashtra,Karnataka,Domestic Worker,348,Unskilled,Ayushman Bharat,2025-03-13
MOCK-UAN-2744-2185,50,Uttar Pradesh,Bihar,Domestic Worker,632,Skilled,PM-Kisan,2026-04-26
MOCK-UAN-8254-7178,54,Karnataka,Karnataka,Agriculture,968,Highly-skilled,None,2026-05-08
MOCK-UAN-8896-2904,34,Bihar,Uttar Pradesh,Gig Worker,651,Skilled,None,2025-09-11
MOCK-UAN-1159-5314,33,Uttar Pradesh,Gujarat,Construction,534,Semi-skilled,None,2025-08-02
MOCK-UAN-5408-3994,65,Maharashtra,Uttar Pradesh,Gig Worker,602,Semi-skilled,Ayushman Bharat,2025-04-14
MOCK-UAN-5091-6833,27,Bihar,Jharkhand,Manufacturing,212,Unskilled,PM-Kisan,2024-10-28
MOCK-UAN-7081-6167,49,Odisha,Odisha,Manufacturing,390,Semi-skilled,PM-Kisan,2025-06-28
MOCK-UAN-3101-1887,51,Gujarat,Odisha,Construction,548,Skilled,None,2026-08-18
MOCK-UAN-8490-2972,62,West Bengal,Andhra Pradesh,Construction,486,Semi-skilled,None,2025-06-28
MOCK-UAN-5254-4066,53,Uttar Pradesh,West Bengal,Domestic Worker,635,Skilled,Ayushman Bharat,2025-03-22
MOCK-UAN-4449-7866,62,Tamil Nadu,Karnataka,Agriculture,975,Highly-skilled,eShram,2026-04-24
MOCK-UAN-5422-4863,53,Gujarat,Gujarat,Gig Worker,553,Semi-skilled,eShram,2026-01-12
MOCK-UAN-3893-7906,49,Jharkhand,Jharkhand,Domestic Worker,681,Skilled,None,2025-07-19
MOCK-UAN-1781-7527,24,Jharkhand,Tamil Nadu,Manufacturing,230,Unskilled,None,2025-08-23
MOCK-UAN-6903-5222,40,Andhra Pradesh,Gujarat,Domestic Worker,364,Semi-skilled,PM-Kisan,2026-04-27
MOCK-UAN-9821-3859,36,Tamil Nadu,Odisha,Manufacturing,897,Highly-skilled,PM-SYM,2025-10-10
MOCK-UAN-8598-3373,28,Tamil Nadu,Karnataka,Construction,369,Unskilled,eShram,2025-09-01
MOCK-UAN-6191-5773,63,Uttar Pradesh,Uttar Pradesh,Manufacturing,598,Skilled,None,2025-09-21
MOCK-UAN-9535-8377,44,Jharkhand,Andhra Pradesh,Gig Worker,446,Semi-skilled,Ayushman Bharat,2026-09-02
MOCK-UAN-4450-3734,43,Bihar,West Bengal,Domestic Worker,295,Unskilled,PM-SYM,2025-10-26
MOCK-UAN-2363-2702,34,Odisha,Gujarat,Agriculture,384,Semi-skilled,eShram,2025-07-02
MOCK-UAN-3071-3150,51,Jharkhand,Gujarat,Agriculture,933,Highly-skilled,None,2026-03-22
MOCK-UAN-9987-8288,26,West Bengal,Karnataka,Domestic Worker,918,Highly-skilled,PM-Kisan,2026-07-02
MOCK-UAN-6073-6688,48,West Bengal,Bihar,Manufacturing,553,Skilled,Ayushman Bharat,2025-11-11
MOCK-UAN-5973-1172,18,West Bengal,West Bengal,Gig Worker,674,Skilled,Ayushman Bharat,2026-01-08
MOCK-UAN-9059-8816,37,Andhra Pradesh,Andhra Pradesh,Agriculture,397,Semi-skilled,PM-SYM,2026-03-30
MOCK-UAN-7745-8161,43,Maharashtra,Karnataka,Manufacturing,446,Semi-skilled,Ayushman Bharat,2024-12-05
MOCK-UAN-4924-9464,57,Uttar Pradesh,Odisha,Agriculture,947,Highly-skilled,eShram,2025-04-21
MOCK-UAN-8460-8418,35,Odisha,Tamil Nadu,Construction,450,Semi-skilled,PM-SYM,2026-05-09
MOCK-UAN-3048-8183,64,Andhra Pradesh,Maharashtra,Construction,975,Highly-skilled,eShram,2025-08-31
MOCK-UAN-9165-7084,47,Andhra Pradesh,Maharashtra,Construction,623,Skilled,None,2024-11-27
MOCK-UAN-3975-4148,34,Gujarat,Gujarat,Construction,460,Semi-skilled,None,2025-12-12
MOCK-UAN-1549-4263,47,Bihar,Uttar Pradesh,Manufacturing,894,Highly-skilled,Ayushman Bharat,2026-06-18
MOCK-UAN-9534-3001,34,Karnataka,Karnataka,Gig Worker,648,Skilled,PM-SYM,2026-07-29
MOCK-UAN-2850-4866,58,Gujarat,Jharkhand,Agriculture,272,Unskilled,None,2026-06-26
MOCK-UAN-8786-3539,41,Bihar,West Bengal,Construction,590,Skilled,PM-SYM,2024-11-15
MOCK-UAN-3521-9787,24,Jharkhand,Gujarat,Domestic Worker,698,Skilled,None,2025-05-24
MOCK-UAN-3207-5107,20,Karnataka,Karnataka,Domestic Worker,601,Skilled,PM-Kisan,2026-08-29
MOCK-UAN-4057-9906,40,Tamil Nadu,Tamil Nadu,Agriculture,415,Semi-skilled,PM-SYM,2025-05-18
MOCK-UAN-7014-8439,18,West Bengal,Jharkhand,Construction,660,Skilled,PM-Kisan,2025-05-17
MOCK-UAN-2037-9830,42,Maharashtra,West Bengal,Domestic Worker,444,Semi-skilled,PM-Kisan,2025-07-01
MOCK-UAN-6276-2809,24,West Bengal,West Bengal,Construction,488,Semi-skilled,eShram,2024-10-17
MOCK-UAN-8952-4139,24,Andhra Pradesh,Karnataka,Manufacturing,630,Skilled,PM-SYM,2025-09-25
MOCK-UAN-2161-1214,31,Karnataka,Karnataka,Construction,987,Highly-skilled,PM-SYM,2025-09-19
MOCK-UAN-7814-7046,63,Andhra Pradesh,Andhra Pradesh,Agriculture,273,Unskilled,PM-SYM,2026-06-04
